id	kind	layer	stage	raw_class	in_degree	out_degree	producers	consumers	flags	path	label	notes
output/abschichtung_widmung_v2/distance_layers	dir	intermediate	stage2	derived_in_repo	5	0	2	3		output/abschichtung_widmung_v2/distance_layers/	distance_layers/ (34 Checkpoint-TIFs, gruppiert)	[frag_E] 15 davon in REQUIRED_SOURCE_LAYERS (04:210-226) hart geprüft; Rest (geography_*, haeuser_im_gruenen*, official_wind_zoning, settlement_buffer, wka_bestand_ausserhalb_zonen, osm_nature_protection_areas) wird in 04 zu abgeleiteten Bändern kombiniert. Ausnahme: noe_pdf_hig_source.tif (separat gelistet, Sackgasse)
output/abschichtung_widmung_v2/hig_huellen.gpkg	file	output	stage2	derived_in_repo	1	0	1	0	terminal_product,unused	output/abschichtung_widmung_v2/hig_huellen.gpkg	hig_huellen.gpkg	[frag_A] GESCHRIEBEN von 02 (ausser bei --skip-gpkg), aber NIRGENDS in scripts/widmung_v2/ oder windkraft/ wieder gelesen (grep bestaetigt 0 Treffer ausserhalb der Schreibstelle). Reines Reporting-Artefakt (eine Zeile je Huelle mit klasse/ist_streusiedlung/n_adressen/...). | [frag_E] Audit-Produkt (1 Zeile je Hülle: klasse, n_adressen, wohnanteil, ...); kein Skript liest diese Datei zurück -> 'kein Konsument', aber als Endprodukt beabsichtigt (Doku-Zweck)
output/abschichtung_widmung_v2/osm_wka_distance_zones_widmung_v2.bands.json	file	output	stage4	derived_in_repo	1	0	1	0	terminal_product,unused	output/abschichtung_widmung_v2/osm_wka_distance_zones_widmung_v2.bands.json	osm_wka_distance_zones_widmung_v2.bands.json	[frag_A] GESCHRIEBEN von 04 (write_band_manifest), aber innerhalb von scripts/widmung_v2/ NIE wieder gelesen (05_validate.py liest nur die .tif-Baender selbst, nicht das Manifest). Konsumenten sind aussenstehende Dashboard-/Viewer-Skripte (ausserhalb dieses Scopes).
output/abschichtung_widmung_v2/osm_wka_distance_zones_widmung_v2.tif	file	output	stage4	derived_elsewhere	6	0	2	3	terminal_product	output/abschichtung_widmung_v2/osm_wka_distance_zones_widmung_v2.tif	osm_wka_distance_zones_widmung_v2.tif (final)	[frag_A] Finales Multiband-GeoTIFF: 26 Bedingungsbaender + 3 Aggregate + all/raw/cleaned + 4 Unschaerfe-Blur-Baender + official_wind_zoning + wka_bestand + optional 5x4 Varianten-Baender. | [frag_B] Erzeugt von scripts/widmung_v2/04_create_distance_zones.py — außerhalb dieses Inventars (scripts/widmung_v2/ ausgeschlossen); hier nur als Input von build_v2_dashboard_data.py erfasst. | [frag_E] laut docs/RUN1_VERGLEICH.md 'unangetastet' hierher kopiert (echte Kopie, link=1, kein Commit-Verlauf); KEIN begleitendes .bands.json in output/ vorhanden -> Sidecar fehlt für die Referenz | RAW_CLASS/LAYER-ENTSCHEIDUNG: derived_elsewhere, layer=output. docs/RUN1_VERGLEICH.md §9: Referenz-TIF-Inode vor/nach dem Lauf unveraendert, SHA-256 identisch zur Kopie in windkraft_ö_karten (Alt-Repo) -- 'unterschiedliche Inodes ... aber inhaltlich exakt gleich' -> echte Kopie des im Alt-Repo erzeugten Rasters, in DIESEM Repo nie neu gerechnet (dient als unangetastete Vergleichsbasis) -> derived_elsewhere, obwohl der Erzeugerskriptpfad (04_create_distance_zones.py) hier identisch vorliegt. Die *_run1.tif-Variante dagegen stammt aus einem echten Lauf hier (siehe docs/RUN1_VERGLEICH.md) und bleibt derived_in_repo (unveraendert, war kein Konflikt).
output/abschichtung_widmung_v2/osm_wka_distance_zones_widmung_v2_run1.bands.json	file	output	library	derived_in_repo	1	0	1	0	terminal_product,unused	output/abschichtung_widmung_v2/osm_wka_distance_zones_widmung_v2_run1.bands.json	run1 .bands.json Sidecar	[frag_E] kein Skript liest .bands.json zurück ein (nur write_band_manifest schreibt, tests prüfen nur den Namen) -> 'kein Konsument' im Repo, dient externer/menschlicher Inspektion
output/abschichtung_widmung_v2/osm_wka_distance_zones_widmung_v2_run1.tif	file	output	stage4	derived_in_repo	1	0	0	0	terminal_product	output/abschichtung_widmung_v2/osm_wka_distance_zones_widmung_v2_run1.tif	run1-TIF (v2)	[frag_E] Ergebnis eines vollständigen Kettenlaufs 06.09.2026 (04_create_distance_zones.py)
output/abschichtung_widmung_v2/zoning_vectors	dir	intermediate	stage1	derived_in_repo	0	0	0	0		output/abschichtung_widmung_v2/zoning_vectors/	zoning_vectors/	
output/abschichtung_widmung_v2/zoning_vectors/_cache	dir	intermediate	stage1	derived_in_repo	2	0	1	1		output/abschichtung_widmung_v2/zoning_vectors/_cache	Kärnten-GPKG-Extraktcache	[frag_A] flawi_ktn_gpkg.gpkg, einmalig aus flawi_ktn_gpkg.zip extrahiert (Performance, vsizip ist auf GPKG sehr langsam).
output/abschichtung_widmung_v2/zoning_vectors/_cache/flawi_ktn_gpkg.gpkg	file	intermediate	library	derived_in_repo	3	0	1	2		output/abschichtung_widmung_v2/zoning_vectors/_cache/flawi_ktn_gpkg.gpkg	Kärnten-GPKG-Cache (aus ZIP extrahiert)	[frag_D] widmung_sources.py:386-396 _ensure_ktn_gpkg(); Performance-Cache (vsizip auf großem GPKG ist langsam) | [frag_E] Kärnten-Extract-Cache; wird innerhalb desselben Skript-01-Laufs geschrieben und wieder gelesen
output/abschichtung_widmung_v2/zoning_vectors/haeuser_im_gruenen_combined.gpkg	file	intermediate	stage1	derived_in_repo	3	0	1	2		output/abschichtung_widmung_v2/zoning_vectors/haeuser_im_gruenen_combined.gpkg	haeuser_im_gruenen_combined.gpkg	[frag_A] Bucket haeuser_im_gruenen inkl. category=ferienhaus_tourismus (wird in 02 herausgefiltert). | [frag_D] hig_source_masks.py:41 zoning_masks(); über read_layer() stiller Fallback bei Fehlen | RAW_CLASS-ENTSCHEIDUNG: derived_in_repo. docs/FOLLOWUPS.md (Schreibziel-Audit): output/abschichtung_widmung_v2/zoning_vectors/*.gpkg wird bei JEDEM Lauf von 01_build_official_zoning_layers.py neu geschrieben (kein Checkpoint-Schutz). docs/RUN1_VERGLEICH.md §2 bestaetigt: Stufe 1 lief am 06.09.2026 erfolgreich in DIESEM Repo. Anders als output/noe/ und output/kataster/ ist dieser Pfad NICHT Teil der Hardlink-Migration (data/README.md §9 listet ihn nicht) -> Bytes stammen aus einem Lauf hier.
output/abschichtung_widmung_v2/zoning_vectors/industrie_negativ_combined.gpkg	file	intermediate	stage1	derived_in_repo	3	0	1	2		output/abschichtung_widmung_v2/zoning_vectors/industrie_negativ_combined.gpkg	Widmungs-Bucket Industrie-Negativ (kombiniert)	[frag_A] Negativmaske, kein eigener Ausschluss; verhindert Industrie->bewohnt-Fehlklassifikation in 02. | [frag_D] hig_source_masks.py:42 zoning_masks(); über read_layer() stiller Fallback bei Fehlen | [frag_E] kein eigener Ausschluss; dient als Negativmaske in build_hig_sources.py | RAW_CLASS-ENTSCHEIDUNG: derived_in_repo. docs/FOLLOWUPS.md (Schreibziel-Audit): output/abschichtung_widmung_v2/zoning_vectors/*.gpkg wird bei JEDEM Lauf von 01_build_official_zoning_layers.py neu geschrieben (kein Checkpoint-Schutz). docs/RUN1_VERGLEICH.md §2 bestaetigt: Stufe 1 lief am 06.09.2026 erfolgreich in DIESEM Repo. Anders als output/noe/ und output/kataster/ ist dieser Pfad NICHT Teil der Hardlink-Migration (data/README.md §9 listet ihn nicht) -> Bytes stammen aus einem Lauf hier.
output/abschichtung_widmung_v2/zoning_vectors/wohn_misch_combined.gpkg	file	intermediate	stage1	derived_in_repo	3	0	1	2		output/abschichtung_widmung_v2/zoning_vectors/wohn_misch_combined.gpkg	Widmungs-Bucket Wohn/Misch (kombiniert)	[frag_A] Bucket wohn_misch, 9 BL, NICHT dissolved (Pro-Feature-Provenienz bleibt erhalten). | [frag_D] hig_source_masks.py:40 zoning_masks(); KEIN exists()-Check -> harter Fehler bei Fehlen (read_layer selbst liefert nur bei existierendem-aber-leerem Layer einen stillen leeren GeoDataFrame, nicht bei fehlendem Pfad -- Achtung: read_layer() in abschichtung_common.py hat sehr wohl einen exists()-Fallback, Z.518-519, daher stiller Fallback über die aufgerufene Funktion, nicht hart in hig_source_masks.py selbst) | RAW_CLASS-ENTSCHEIDUNG: derived_in_repo. docs/FOLLOWUPS.md (Schreibziel-Audit): output/abschichtung_widmung_v2/zoning_vectors/*.gpkg wird bei JEDEM Lauf von 01_build_official_zoning_layers.py neu geschrieben (kein Checkpoint-Schutz). docs/RUN1_VERGLEICH.md §2 bestaetigt: Stufe 1 lief am 06.09.2026 erfolgreich in DIESEM Repo. Anders als output/noe/ und output/kataster/ ist dieser Pfad NICHT Teil der Hardlink-Migration (data/README.md §9 listet ihn nicht) -> Bytes stammen aus einem Lauf hier.
output/adressregister_cache	dir	intermediate	stage2	derived_in_repo	2	0	1	1		output/adressregister_cache	BEV Parquet-Cache	[frag_A] adressen_31287.parquet + bev_gebaeude_31287.parquet; --cache-dir von 02. Legacy-Fallback: data/adressregister/*.parquet hat Vorrang falls vorhanden.
output/kataster	dir	output	stage0	unknown	0	0	0	0		output/kataster/	output/kataster/	[frag_E] nur 1 Datei; erwartete diagnostics/-Unterordner (aus create_noe_dkm_polygon_fill_map.py) fehlt komplett -> nie hier ausgeführt
output/kataster/at_dkm_gst_nfl_epsg31287.geoparquet	file	intermediate	stage0	derived_elsewhere	6	0	1	5		output/kataster/at_dkm_gst_nfl_epsg31287.geoparquet	at_dkm_gst_nfl_epsg31287.geoparquet	[frag_A] Ausserhalb von scripts/widmung_v2/ erzeugtes Artefakt (BEV-DKM-Preprocessing, nicht in diesem Scope verifiziert); harte Abhaengigkeit von scan_dkm_candidates() in 02. | [frag_B] Endartefakt, wird von keinem der untersuchten Skripte wieder gelesen. | [frag_D] Pfad kommt als Parameter (dkm_parquet) von streusiedlung.py:80 bzw. Aufrufer außerhalb windkraft/; tatsächlicher open() in hig_detection.py:162 pads.dataset() - kein exists()-Check, hart | [frag_E] README.md:147-150 nennt dies explizit 'Keine Kataster-Kette' im Alltag (läuft primär im Altrepo), aber export_at_dkm_geoparquet.py in diesem Repo IST der Erzeuger; laut MIGRATION_MAP.tsv:71 aktueller Inhalt migriert | RAW_CLASS/LAYER-ENTSCHEIDUNG: derived_elsewhere, layer=intermediate. data/README.md §9 'Bekannter Verstoss -- behoben': Datei war per Hardlink migriert, beim Umstieg auf echte Kopie 'Inhalt byteidentisch zum Alt-Repo geprueft (cmp)' -- die vorliegenden Bytes stammen aus einem Lauf von scripts/preprocessing/export_at_dkm_geoparquet.py im ALTEN Repo (windkraft_ö_karten), nicht aus einem Lauf hier, obwohl das Erzeugerskript hier byteidentisch vorliegt -> derived_elsewhere per Definition. layer=intermediate: wird von windkraft/calc/hig_detection.py weitergelesen, kein Endprodukt.
output/kataster/at_dkm_gst_nfl_epsg31287_overview.md	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/kataster/at_dkm_gst_nfl_epsg31287_overview.md	AT DKM Overview-Markdown	[frag_B] Endartefakt.
output/kataster/at_dkm_gst_nfl_epsg31287_summary.csv	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/kataster/at_dkm_gst_nfl_epsg31287_summary.csv	AT DKM Summary-CSV	[frag_B] Endartefakt.
output/kataster/diagnostics/noe_dkm_benutzungsarten_flaechen_{suffix}.png	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/kataster/diagnostics/noe_dkm_benutzungsarten_flaechen_{suffix}.png	NOE Fill-Map dekorierte PNG (Muster)	[frag_B] Siehe Suffix-Erklärung bei _raw.png. Default-Beispiel: noe_dkm_benutzungsarten_flaechen_50m.png. Nur geschrieben ohne --diagnostics-only.
output/kataster/diagnostics/noe_dkm_benutzungsarten_flaechen_{suffix}_diagnostics.png	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/kataster/diagnostics/noe_dkm_benutzungsarten_flaechen_{suffix}_diagnostics.png	NOE Diagnostics-PNG (Muster)	[frag_B] Nur geschrieben mit --diagnostics/--diagnostics-only.
output/kataster/diagnostics/noe_dkm_benutzungsarten_flaechen_{suffix}_noe_boundary_residuals.png	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/kataster/diagnostics/noe_dkm_benutzungsarten_flaechen_{suffix}_noe_boundary_residuals.png	NOE Boundary-Residual-PNG (Muster)	[frag_B] Nur geschrieben mit --boundary-diagnostics.
output/kataster/diagnostics/noe_dkm_benutzungsarten_flaechen_{suffix}_noe_boundary_stats.csv	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/kataster/diagnostics/noe_dkm_benutzungsarten_flaechen_{suffix}_noe_boundary_stats.csv	NOE Boundary-Stats-CSV (Muster)	[frag_B] Nur geschrieben mit --boundary-diagnostics.
output/kataster/diagnostics/noe_dkm_benutzungsarten_flaechen_{suffix}_noe_boundary_white_components.csv	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/kataster/diagnostics/noe_dkm_benutzungsarten_flaechen_{suffix}_noe_boundary_white_components.csv	NOE Boundary White-Components-CSV (Muster)	[frag_B] Nur geschrieben mit --boundary-diagnostics.
output/kataster/diagnostics/noe_dkm_benutzungsarten_flaechen_{suffix}_raw.png	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/kataster/diagnostics/noe_dkm_benutzungsarten_flaechen_{suffix}_raw.png	NOE Fill-Map Rohraster-PNG (Muster)	[frag_B] {suffix} kodiert --pixel-size-m plus optionale Flags (--highlight-unassigned, --no-clear-holes, --include-noe-boundary-line); Default-Beispiel: noe_dkm_benutzungsarten_flaechen_50m_raw.png. Nur geschrieben ohne --diagnostics-only.
output/kataster/diagnostics/noe_dkm_benutzungsarten_flaechen_{suffix}_stats.csv	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/kataster/diagnostics/noe_dkm_benutzungsarten_flaechen_{suffix}_stats.csv	NOE Stats-CSV (Muster)	[frag_B] Immer geschrieben. Default-Beispiel: noe_dkm_benutzungsarten_flaechen_50m_stats.csv.
output/kataster/diagnostics/noe_dkm_bounds_GG_KG_NG_epsg31287.csv	file	intermediate	stage0	derived_in_repo	2	0	1	1		output/kataster/diagnostics/noe_dkm_bounds_GG_KG_NG_epsg31287.csv	NOE DXF Bounds-Cache (Default GG,NG,KG / EPSG:31287)	[frag_B] Selbstreferenzieller Cache: wird vom selben Skriptlauf gelesen und geschrieben. Dateiname ist dynamisch (default_bounds_cache_path, Zeilen 510-513) — hängt von --line-layers und --raw-coordinates ab; gezeigt ist der CLI-Default.
output/noe	dir	output	stage0	unknown	0	0	0	0		output/noe/	output/noe/	[frag_E] laut docs/MIGRATION_MAP.tsv:72-84 als Hardlinks aus windkraft_ö_karten migriert, inzwischen echte Kopien (link=1); Erzeuger-Skripte existieren im Repo, aktueller Dateiinhalt stammt aber nicht aus einem hiesigen Lauf
output/noe/abstand_sondergebiet_1200m.geojson	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/noe/abstand_sondergebiet_1200m.geojson	Abstand Sondergebiet 1200m (31287)	[frag_B] Endartefakt.
output/noe/abstand_sondergebiet_1200m_wgs84.geojson	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/noe/abstand_sondergebiet_1200m_wgs84.geojson	Abstand Sondergebiet 1200m (WGS84)	[frag_B] Endartefakt.
output/noe/alignment_*.json	file	intermediate	stage0	derived_in_repo	1	1	1	1		output/noe/alignment_{mindestabstand,landschaftsraum,waldviertel,naturschutz,industrieviertel,mostviertel,weinviertel}.json	alignment_*.json (7 Dateien)	[frag_E] Georeferenzierungs-Eckkoordinaten; nur alignment_mindestabstand.json wird von extract_noe_vector_layers.py gelesen, die übrigen 6 sind Nebenprodukte von align_pdf_shapefile.py für andere Kartenblätter ('kein Konsument' im Pipelinesinn)
output/noe/alignment_check_pdf_vs_shapefile.png	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/noe/alignment_check_pdf_vs_shapefile.png	Alignment-Check-PNG	[frag_B] Endartefakt; wird neben --out abgelegt (nicht zwingend output/noe/).
output/noe/alignment_mindestabstand.json	file	intermediate	stage0	derived_in_repo	2	0	1	1		output/noe/alignment_mindestabstand.json	PDF-Georeferenzierung Alignment-JSON	[frag_B] Geschrieben von align_pdf_shapefile.py, gelesen von extract_noe_vector_layers.py.
output/noe/pdf_750m_*.geojson	file	intermediate	stage0	derived_elsewhere	6	0	1	5		output/noe/pdf_750m_{geb,gwr,gruenland_widmung}.geojson	NÖ SekROP-750m-Zonen (aus GeoPDF extrahiert, 3 Layer)	[frag_D] hig_source_masks.py:62 (stiller Fallback: [warn]+leere Maske) und noe/pdf_hig_sources.py:91-95 (harter FileNotFoundError) lesen DIESELBEN Dateien mit UNTERSCHIEDLICHEM Fehlerverhalten | [frag_E] SekROP-PDF-Zonen inkl. 750m; migriert (siehe Notiz oben) | RAW_CLASS-ENTSCHEIDUNG: derived_elsewhere. data/README.md §9: eines der '7 tatsaechlichen Schreibziele' unter output/noe/, beim Hardlink->Kopie-Fix 'Inhalt byteidentisch zum Alt-Repo geprueft (cmp)' -- Bytes stammen aus einem Lauf von scripts/noe/extract_noe_vector_layers.py im Alt-Repo. RUN1_VERGLEICH.md dokumentiert nur einen Lauf der 5 widmung_v2-Stufen in diesem Repo, nicht der scripts/noe/-Precondition-Skripte -> derived_elsewhere.
output/noe/pdf_750m_geb.geojson	file	intermediate	stage0	derived_elsewhere	3	0	1	2		output/noe/pdf_750m_geb.geojson	NÖ SekROP 750m-Zone (Gebaeude)	[frag_A] Erzeugt von scripts/noe/ (ausserhalb des Scopes); harter Fehler in noe_pdf_mask(), falls Datei fehlt -> nur Warnung + Nullmaske. | [frag_B] Gelesen von windkraft/noe/pdf_hig_sources.py::derive_layer_files (Zonen-Layer -> Quell-Layer). | RAW_CLASS-ENTSCHEIDUNG: derived_elsewhere. data/README.md §9: eines der '7 tatsaechlichen Schreibziele' unter output/noe/, beim Hardlink->Kopie-Fix 'Inhalt byteidentisch zum Alt-Repo geprueft (cmp)' -- Bytes stammen aus einem Lauf von scripts/noe/extract_noe_vector_layers.py im Alt-Repo. RUN1_VERGLEICH.md dokumentiert nur einen Lauf der 5 widmung_v2-Stufen in diesem Repo, nicht der scripts/noe/-Precondition-Skripte -> derived_elsewhere.
output/noe/pdf_750m_geb_wgs84.geojson	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/noe/pdf_750m_geb_wgs84.geojson	750m-Zone Gebäude (WGS84)	[frag_B] Endartefakt; nicht von derive_layer_files gelesen (nur Basis ohne _wgs84).
output/noe/pdf_750m_gruenland_widmung.geojson	file	intermediate	stage0	derived_elsewhere	3	0	1	2		output/noe/pdf_750m_gruenland_widmung.geojson	NÖ SekROP 750m-Zone (Grünland-Widmung)	[frag_A] wie pdf_750m_geb.geojson. | [frag_B] Gelesen von windkraft/noe/pdf_hig_sources.py::derive_layer_files. | RAW_CLASS-ENTSCHEIDUNG: derived_elsewhere. data/README.md §9: eines der '7 tatsaechlichen Schreibziele' unter output/noe/, beim Hardlink->Kopie-Fix 'Inhalt byteidentisch zum Alt-Repo geprueft (cmp)' -- Bytes stammen aus einem Lauf von scripts/noe/extract_noe_vector_layers.py im Alt-Repo. RUN1_VERGLEICH.md dokumentiert nur einen Lauf der 5 widmung_v2-Stufen in diesem Repo, nicht der scripts/noe/-Precondition-Skripte -> derived_elsewhere.
output/noe/pdf_750m_gruenland_widmung_wgs84.geojson	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/noe/pdf_750m_gruenland_widmung_wgs84.geojson	750m-Zone Grünland-Widmung (WGS84)	[frag_B] Endartefakt.
output/noe/pdf_750m_gwr.geojson	file	intermediate	stage0	derived_elsewhere	3	0	1	2		output/noe/pdf_750m_gwr.geojson	NÖ SekROP 750m-Zone (GWR)	[frag_A] wie pdf_750m_geb.geojson. | [frag_B] Gelesen von windkraft/noe/pdf_hig_sources.py::derive_layer_files. | RAW_CLASS-ENTSCHEIDUNG: derived_elsewhere. data/README.md §9: eines der '7 tatsaechlichen Schreibziele' unter output/noe/, beim Hardlink->Kopie-Fix 'Inhalt byteidentisch zum Alt-Repo geprueft (cmp)' -- Bytes stammen aus einem Lauf von scripts/noe/extract_noe_vector_layers.py im Alt-Repo. RUN1_VERGLEICH.md dokumentiert nur einen Lauf der 5 widmung_v2-Stufen in diesem Repo, nicht der scripts/noe/-Precondition-Skripte -> derived_elsewhere.
output/noe/pdf_750m_gwr_wgs84.geojson	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/noe/pdf_750m_gwr_wgs84.geojson	750m-Zone GWR (WGS84)	[frag_B] Endartefakt.
output/noe/pdf_hig_source_*.geojson	file	intermediate	library	derived_in_repo	3	0	1	2	verified_dead	output/noe/pdf_hig_source_{geb,gwr,gruenland_widmung}.geojson	NÖ rekonstruierte HiG-Quellobjekte (6 Dateien)	[frag_D] geschrieben von noe/pdf_hig_sources.py:101-102 (to_file); gelesen von hig_source_masks.py:88 noe_pdf_source_mask() MIT hartem FileNotFoundError (Docstring: 'harter Fehler') | [frag_E] rekonstruierte Quellobjekte (Erosion 750-50m); migriert | FAKTENCHECK verified_dead: die Dateien werden zwar strukturell von 02_build_hig_sources.py und windkraft/calc/hig_source_masks.py gelesen (daher hier ggf. consumers>=1 in den berechneten Graden -- das widerspricht dem Befund NICHT), aber der einzige Zweck dieser Lesung ist der Bau von layer:noe_pdf_hig_source, das seinerseits von niemandem downstream referenziert wird (siehe dortiger Befund, docs/widmung_v2_provenance.md:104-106,152) -- praktisch ein fauler Pfad trotz vorhandener Kanten.
output/noe/pdf_hig_source_geb.geojson	file	intermediate	library	derived_elsewhere	2	1	1	1		output/noe/pdf_hig_source_geb.geojson	NÖ rekonstruierte SekROP-Quellobjekte (Gebaeude)	[frag_A] Erosion um 750-50m; harter FileNotFoundError in noe_pdf_source_mask() falls fehlend (verweist auf scripts/noe/derive_pdf_hig_sources.py). | [frag_B] Endartefakt; geschrieben über windkraft/noe/pdf_hig_sources.py::derive_layer_files. | RAW_CLASS/LAYER-ENTSCHEIDUNG: derived_elsewhere, layer=intermediate. data/README.md §9, selbe Schreibziel-Liste wie pdf_750m_*.geojson -- byteidentisch zum Alt-Repo, Bytes stammen aus einem dortigen Lauf, nicht von hier. layer=intermediate: wird von 02_build_hig_sources.py zum Bau von layer:noe_pdf_hig_source gelesen (siehe auch verified_dead-Befund auf diesem Node).
output/noe/pdf_hig_source_geb_wgs84.geojson	file	output	library	derived_in_repo	1	0	1	0	dead_end,unused	output/noe/pdf_hig_source_geb_wgs84.geojson	HiG-Quellobjekte Gebäude (WGS84)	[frag_B] Endartefakt.
output/noe/pdf_hig_source_gruenland_widmung.geojson	file	intermediate	library	derived_elsewhere	2	0	1	1		output/noe/pdf_hig_source_gruenland_widmung.geojson	NÖ rekonstruierte SekROP-Quellobjekte (Grünland-Widmung)	[frag_A] wie pdf_hig_source_geb.geojson. | [frag_B] Endartefakt. | RAW_CLASS/LAYER-ENTSCHEIDUNG: derived_elsewhere, layer=intermediate. data/README.md §9, selbe Schreibziel-Liste wie pdf_750m_*.geojson -- byteidentisch zum Alt-Repo, Bytes stammen aus einem dortigen Lauf, nicht von hier. layer=intermediate: wird von 02_build_hig_sources.py zum Bau von layer:noe_pdf_hig_source gelesen (siehe auch verified_dead-Befund auf diesem Node).
output/noe/pdf_hig_source_gruenland_widmung_wgs84.geojson	file	output	library	derived_in_repo	1	0	1	0	dead_end,unused	output/noe/pdf_hig_source_gruenland_widmung_wgs84.geojson	HiG-Quellobjekte Grünland-Widmung (WGS84)	[frag_B] Endartefakt.
output/noe/pdf_hig_source_gwr.geojson	file	intermediate	library	derived_elsewhere	2	0	1	1		output/noe/pdf_hig_source_gwr.geojson	NÖ rekonstruierte SekROP-Quellobjekte (GWR)	[frag_A] wie pdf_hig_source_geb.geojson. | [frag_B] Endartefakt. | RAW_CLASS/LAYER-ENTSCHEIDUNG: derived_elsewhere, layer=intermediate. data/README.md §9, selbe Schreibziel-Liste wie pdf_750m_*.geojson -- byteidentisch zum Alt-Repo, Bytes stammen aus einem dortigen Lauf, nicht von hier. layer=intermediate: wird von 02_build_hig_sources.py zum Bau von layer:noe_pdf_hig_source gelesen (siehe auch verified_dead-Befund auf diesem Node).
output/noe/pdf_hig_source_gwr_wgs84.geojson	file	output	library	derived_in_repo	1	0	1	0	dead_end,unused	output/noe/pdf_hig_source_gwr_wgs84.geojson	HiG-Quellobjekte GWR (WGS84)	[frag_B] Endartefakt.
output/noe/siedlungsabstand_1200m.geojson	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/noe/siedlungsabstand_1200m.geojson	Siedlungsabstand 1200m (31287)	[frag_B] Endartefakt.
output/noe/siedlungsabstand_1200m_wgs84.geojson	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/noe/siedlungsabstand_1200m_wgs84.geojson	Siedlungsabstand 1200m (WGS84)	[frag_B] Endartefakt.
output/noe/wohnbauland.geojson	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/noe/wohnbauland.geojson	Wohnbauland (31287)	[frag_B] Endartefakt.
output/noe/wohnbauland_wgs84.geojson	file	output	stage0	derived_in_repo	1	0	1	0	dead_end,unused	output/noe/wohnbauland_wgs84.geojson	Wohnbauland (WGS84)	[frag_B] Endartefakt.
output/steiermark_zonen/sapro2026/sapro2026_zonen.geojson	file	intermediate	input	derived_elsewhere	1	0	0	1	external_input	output/steiermark_zonen/sapro2026/sapro2026_zonen.geojson	SAPRO-2026-Ausschlusszonen Steiermark (PDF-Extraktion)	[frag_D] wind_zones.py:155; erzeugt außerhalb windkraft/ (PDF-Farbextraktion); stiller Fallback bei Fehlen | STAGE-ENTSCHEIDUNG: input (Ermessensentscheidung, von keiner der beiden vorgegebenen neuen Stufen [legacy_v1, container] abgedeckt). Liegt zwar unter output/, nicht unter data/, funktioniert aber rollenidentisch zu den uebrigen Band-37-Referenzquellen (data/luca_zonen/*.shp, data/zonierung_noe.json, data/WK_Eignungszonen.zip -- alle stage=input): eine extern/anderswo erzeugte ('ausserhalb windkraft/ (PDF-Farbextraktion)', raw_class=derived_elsewhere) Referenzdatei, die windkraft/calc/wind_zones.py:155 als Eingabe liest, nicht Teil der stage0-5-Skriptketten dieses Repos.
scripts/analysis/build_v2_dashboard_data.py	script	code	downstream	code	0	5	0	0	unreachable,verified_dead	scripts/analysis/build_v2_dashboard_data.py	build_v2_dashboard_data.py	[frag_B] Kein Makefile-Target ruft dieses Skript auf (grep Makefile: kein Treffer). Liest ein Artefakt aus scripts/widmung_v2/04_create_distance_zones.py (außerhalb dieses Inventars). | [frag_E] liest osm_wka_distance_zones_widmung_v2.tif; würde dashboard_data.json schreiben - existiert NICHT in output/, EXCLUSION_LAYERS-Liste referenziert veraltete Band-Namen (7 vor-clean Bänder, nicht im 38-Band-Schema) -> harter Fail bei Ausführung gegen aktuelles TIF | [frag_F] Von KEINEM Make-Target aufgerufen. Importiert abschichtung_common. | FAKTENCHECK verified_dead: EXCLUSION_LAYERS (Z.66-93) nennt 8 Bandnamen, die im heutigen 38-Band-TIF fehlen.
scripts/noe/align_pdf_shapefile.py	script	code	stage0	code	1	6	0	0		scripts/noe/align_pdf_shapefile.py	align_pdf_shapefile.py	[frag_B] Kein Makefile-Target ruft dieses Skript auf (grep Makefile: kein Treffer). Modulcode läuft beim Import (kein main()-Guard); bricht ab, wenn --out bereits existiert und --overwrite fehlt (Zeilen 54-59). | [frag_E] schreibt output/noe/alignment_*.json + alignment_check_pdf_vs_shapefile.png; überschreibt nur mit --overwrite (SystemExit-Schutz Z.54-58) | [frag_F] Von KEINEM Make-Target aufgerufen. Nutzt PyMuPDF (optional-dependency 'pdf').
